,episode_name,dialogue,person_scene,season,episode,persons_bert,num_sentences
7423,Series 02 Episode 13 – The Friendship Algorithm,Can I whistle?,Leonard,02,13,[],1
7430,Series 02 Episode 13 – The Friendship Algorithm,He had Lysine but changed it.,Leonard,02,13,"['L', '##ys', '##ine']",1
7447,Series 02 Episode 13 – The Friendship Algorithm,I didn’t think he had it in him.,Leonard,02,13,[],1
7450,Series 02 Episode 14 – The Financial Permeability,Hmmm.,Leonard,02,14,[],1
7454,Series 02 Episode 14 – The Financial Permeability," We’ve got to be missing something. Let’s start again. The movie is playing here at 7:20, here at 7:40, here at 8:10 and here at 8:45.",Leonard,02,14,[],3
7456,Series 02 Episode 14 – The Financial Permeability," Why? They’re state-of-the-art digital projection, 20-channel surround sound.",Leonard,02,14,[],2
7460,Series 02 Episode 14 – The Financial Permeability," Well, it’s gonna take at least an hour to eat, and I don’t see a Sheldon-approved restaurant proximate to a Sheldon-approved theatre.",Leonard,02,14,[],1
7467,Series 02 Episode 14 – The Financial Permeability," Sheldon, would you be prepared, on a non-precedential basis, to create an emergency ad-hoc Slurpie-Icee equivalency?",Leonard,02,14,['Sheldon'],1
7471,Series 02 Episode 14 – The Financial Permeability," Bye, Sheldon.",Leonard,02,14,['Sheldon'],1
7511,Series 02 Episode 14 – The Financial Permeability,Interesting.,Leonard,02,14,[],1
7513,Series 02 Episode 14 – The Financial Permeability,Do I have to?,Leonard,02,14,[],1
7515,Series 02 Episode 14 – The Financial Permeability,Why?,Leonard,02,14,[],1
7517,Series 02 Episode 14 – The Financial Permeability," Hey, Penny. How was work?",Leonard,02,14,['Penny'],2
7524,Series 02 Episode 14 – The Financial Permeability,Stop it!,Leonard,02,14,[],1
7528,Series 02 Episode 14 – The Financial Permeability," He’s not lying, he does find that fascinating.",Leonard,02,14,[],1
7532,Series 02 Episode 14 – The Financial Permeability,Weird.,Leonard,02,14,[],1
7534,Series 02 Episode 14 – The Financial Permeability,Did you guys have an argument?,Leonard,02,14,[],1
7536,Series 02 Episode 14 – The Financial Permeability," Well, you clearly did something to aggravate her.",Leonard,02,14,[],1
7539,Series 02 Episode 14 – The Financial Permeability," Here you go. Oh, you owe me another two dollars. The price of mu-shu pork went up.",Leonard,02,14,[],3
7541,Series 02 Episode 14 – The Financial Permeability," Here you go, Penny. Shrimp with lobster sauce.",Leonard,02,14,['Penny'],2
7543,Series 02 Episode 14 – The Financial Permeability,Don’t worry about it. It’s my treat.,Leonard,02,14,[],2
7545,Series 02 Episode 14 – The Financial Permeability," It’s, whatever. Ten, eleven dollars.",Leonard,02,14,[],2
7547,Series 02 Episode 14 – The Financial Permeability," Fourteen fifty, but it’s no biggie, you’ll get the next one. (Raj whispers something to Howard)",Leonard,02,14,"['Raj', 'Howard']",2
7555,Series 02 Episode 14 – The Financial Permeability," It was fourteen fifty, but it’s okay.",Leonard,02,14,[],1
7562,Series 02 Episode 14 – The Financial Permeability," Oh, wait, you lent her money?",Leonard,02,14,[],1
7565,Series 02 Episode 14 – The Financial Permeability,Where are you going?,Leonard,02,14,[],1
7568,Series 02 Episode 14 – The Financial Permeability," But if you’re ever short, there’s always a couple of fifties in Green Lantern’s ass.",Leonard,02,14,['Green'],1
7570,Series 02 Episode 14 – The Financial Permeability,Hey.,Leonard,02,14,[],1
7572,Series 02 Episode 14 – The Financial Permeability," A little mood lighting, huh?",Leonard,02,14,[],1
7574,Series 02 Episode 14 – The Financial Permeability," Yeah, they’re very considerate that way.",Leonard,02,14,[],1
7576,Series 02 Episode 14 – The Financial Permeability," Fourteen dollars, huh?",Leonard,02,14,[],1
7578,Series 02 Episode 14 – The Financial Permeability," Back in the pocket it goes. Look, you do understand that Sheldon really doesn’t care when he gets the money back. It’s actually one of the few idiosyncrasies that doesn’t make you want to, you know, kill him.",Leonard,02,14,['Sheldon'],3
7580,Series 02 Episode 14 – The Financial Permeability,So you’re a little behind on your bills. Everybody gets behind on their bills.,Leonard,02,14,[],2
7582,Series 02 Episode 14 – The Financial Permeability," Well, what was the plan?",Leonard,02,14,[],1
7584,Series 02 Episode 14 – The Financial Permeability,Was there a plan B?,Leonard,02,14,[],1
7586,Series 02 Episode 14 – The Financial Permeability," It’s probably not as bad as you think. Let’s take a look. Maybe we can find some corners to cut. Oh, here’s something, if you don’t have electricity, then you probably don’t need cable. Just a suggestion. 170 dollars for acting classes?",Leonard,02,14,[],6
7588,Series 02 Episode 14 – The Financial Permeability,You’ve had an acting job where you got paid?,Leonard,02,14,[],1
7590,Series 02 Episode 14 – The Financial Permeability," Actually, it kind of… let’s keep looking. Whoa, what’s eighteen hundred dollars to the Los Angeles County Superior Court?",Leonard,02,14,[],2
7592,Series 02 Episode 14 – The Financial Permeability," Nothing? It sounds like you got caught speeding going 4,000 miles an hour.",Leonard,02,14,[],2
7594,Series 02 Episode 14 – The Financial Permeability,Your ex-boyfriend?,Leonard,02,14,[],1
7596,Series 02 Episode 14 – The Financial Permeability,What?,Leonard,02,14,[],1
7598,Series 02 Episode 14 – The Financial Permeability,I would hope so.,Leonard,02,14,[],1
7600,Series 02 Episode 14 – The Financial Permeability,Did he pay you back?,Leonard,02,14,[],1
7602,Series 02 Episode 14 – The Financial Permeability,And that’s based on the inherent credit-worthiness of people who get drunk and urinate on police vehicles?,Leonard,02,14,[],1
7604,Series 02 Episode 14 – The Financial Permeability,Well what are you gonna do?,Leonard,02,14,[],1
7606,Series 02 Episode 14 – The Financial Permeability," Oh, no. Oh, you don’t want to do that.",Leonard,02,14,[],2
7608,Series 02 Episode 14 – The Financial Permeability," Well, moving is a big deal. You have to go to the supermarket and get boxes, and if they’re not clean, then your books smell like melons, and it’s just, like… Why don’t you just get a roommate and stay here?",Leonard,02,14,[],2
7610,Series 02 Episode 14 – The Financial Permeability," Well, I’m sure the guy living with Sheldon wouldn’t mind moving in with you.",Leonard,02,14,['Sheldon'],1
7612,Series 02 Episode 14 – The Financial Permeability,Really?,Leonard,02,14,[],1
7618,Series 02 Episode 14 – The Financial Permeability," Hey, what’s going on?",Leonard,02,14,[],1
7621,Series 02 Episode 14 – The Financial Permeability," Hey, you guys want to go on a real live quest?",Leonard,02,14,[],1
7623,Series 02 Episode 14 – The Financial Permeability,– Come on. It’ll be fun.,Leonard,02,14,[],2
7625,Series 02 Episode 14 – The Financial Permeability," Do you guys remember Penny’s ex-boyfriend Kurt? (They all hold their hands above their heads) Yeah, that’s him. It turns out he owes Penny a lot of money, and I’m gonna go get it from him.",Leonard,02,14,"['Penny', 'Kurt', 'Penny']",3
7627,Series 02 Episode 14 – The Financial Permeability,Really? You’re just gonna let me go by myself?,Leonard,02,14,[],2
7629,Series 02 Episode 14 – The Financial Permeability,I could use some help.,Leonard,02,14,[],1
7631,Series 02 Episode 14 – The Financial Permeability," You guys are unbelievable, you play a game to simulate adventure, but when there’s real adventure out there in the real world, you just wimp out.",Leonard,02,14,[],1
7633,Series 02 Episode 14 – The Financial Permeability,I do.,Leonard,02,14,[],1
7635,Series 02 Episode 14 – The Financial Permeability,I’m not afraid of him.,Leonard,02,14,[],1
7637,Series 02 Episode 14 – The Financial Permeability," Excuse me. When Frodo left the Shire to take the one ring to Mordor, didn’t Samwise, Pippin and Merry go with him?",Leonard,02,14,"['Fr', '##od', '##o', 'Sam', 'Pi', '##pp', '##in', 'Merry']",2
7639,Series 02 Episode 14 – The Financial Permeability,Well?,Leonard,02,14,[],1
7642,Series 02 Episode 14 – The Financial Permeability,Fine. Just enjoy your little game. I’ll make this quest on my own.,Leonard,02,14,[],3
7644,Series 02 Episode 14 – The Financial Permeability," You guys suck. (Leaves. Comes back) Come on, please? He’s so big.",Leonard,02,14,[],4
7646,Series 02 Episode 14 – The Financial Permeability," Okay, is everyone clear on the plan?",Leonard,02,14,[],1
7648,Series 02 Episode 14 – The Financial Permeability," Guys, there are four of us and one of him.",Leonard,02,14,[],1
7650,Series 02 Episode 14 – The Financial Permeability," Okay, how about this? I’ll do the talking, you just stand behind me and try to look formidable.",Leonard,02,14,[],2
7653,Series 02 Episode 14 – The Financial Permeability," Hi, Kurt.",Leonard,02,14,['Kurt'],1
7655,Series 02 Episode 14 – The Financial Permeability," I don’t really go by Lenny, but that’s okay. Um, you remember Sheldon, Howard and Raj.",Leonard,02,14,"['Lenny', 'Sheldon', 'Howard', 'Raj']",2
7658,Series 02 Episode 14 – The Financial Permeability," Sheldon, not now.",Leonard,02,14,['Sheldon'],1
7660,Series 02 Episode 14 – The Financial Permeability," Okay, here it is. Penny’s in kind of a financial jam, and the money that you owe her would go a long way to solving her problems.",Leonard,02,14,['Penny'],2
7662,Series 02 Episode 14 – The Financial Permeability," No, no, she’s too proud to ask for the money. I, on the other hand, feel you should honour your debt.",Leonard,02,14,[],2
7664,Series 02 Episode 14 – The Financial Permeability," Feel is a kind of a… it’s a strong word. Um, I just think it would be a nice gesture on your part.",Leonard,02,14,[],2
7668,Series 02 Episode 14 – The Financial Permeability," No, the problem isn’t solved. He just blew us off.",Leonard,02,14,[],2
7671,Series 02 Episode 14 – The Financial Permeability,No. You can leave if you want to. I’m gonna see this through.,Leonard,02,14,[],3
7673,Series 02 Episode 14 – The Financial Permeability," I guess, technically, that was my fault. (Knocks) I’m not leaving here without Penny’s money.",Leonard,02,14,['Penny'],2
7675,Series 02 Episode 14 – The Financial Permeability,I don’t need backup. I have right on my side. And I’m wearing cargo shorts under my pants.,Leonard,02,14,[],3
7681,Series 02 Episode 14 – The Financial Permeability,Hey.,Leonard,02,14,[],1
7683,Series 02 Episode 14 – The Financial Permeability,Yeah. Hang on. Sheldon!,Leonard,02,14,['Sheldon'],3
7685,Series 02 Episode 14 – The Financial Permeability,It’s kind of a fashionable look these days.,Leonard,02,14,[],1
7692,Series 02 Episode 14 – The Financial Permeability," Hey, I know it’s none of my business, but where did the money come from?",Leonard,02,14,[],1
7694,Series 02 Episode 14 – The Financial Permeability,Really? Did he say why?,Leonard,02,14,[],2
7696,Series 02 Episode 14 – The Financial Permeability,That’s it? Did he give any reason as to why he came to this moral epiphany?,Leonard,02,14,[],2
7698,Series 02 Episode 14 – The Financial Permeability,Bye.,Leonard,02,14,[],1
7700,Series 02 Episode 14 – The Financial Permeability,Penny’s hooking up with her jerk of an ex-boyfriend and I have indelible ink on my forehead!,Leonard,02,14,['Penny'],1
7702,Series 02 Episode 14 – The Financial Permeability,Great.,Leonard,02,14,[],1
7711,Series 02 Episode 15 – The Maternal Capacitance,Can’t we just postpone it till the spring? Maybe next summer?,Leonard,02,15,[],2
7713,Series 02 Episode 15 – The Maternal Capacitance," No, I didn’t realize it had been so long. Sure, I guess there’s no other choice but to just go ahead and do it.",Leonard,02,15,[],2
7715,Series 02 Episode 15 – The Maternal Capacitance," Aren’t there any other options? There’s not a lot of room, it’s gonna be uncomfortable.",Leonard,02,15,[],2
7717,Series 02 Episode 15 – The Maternal Capacitance," Okay, bye. My mother’s coming to visit.",Leonard,02,15,[],2
7754,Series 02 Episode 15 – The Maternal Capacitance," Good to see you, Mother.",Leonard,02,15,[],1
7756,Series 02 Episode 15 – The Maternal Capacitance," Here’s your tea, Mother.",Leonard,02,15,[],1
7758,Series 02 Episode 15 – The Maternal Capacitance,Yes.,Leonard,02,15,[],1
7760,Series 02 Episode 15 – The Maternal Capacitance,Yes.,Leonard,02,15,[],1
7762,Series 02 Episode 15 – The Maternal Capacitance,Yes.,Leonard,02,15,[],1
7764,Series 02 Episode 15 – The Maternal Capacitance,Yes.,Leonard,02,15,[],1
7766,Series 02 Episode 15 – The Maternal Capacitance,Yes.,Leonard,02,15,[],1
7768,Series 02 Episode 15 – The Maternal Capacitance,Yes.,Leonard,02,15,[],1
7770,Series 02 Episode 15 – The Maternal Capacitance,Yes.,Leonard,02,15,[],1
7772,Series 02 Episode 15 – The Maternal Capacitance,I’ll start again.,Leonard,02,15,[],1
7779,Series 02 Episode 15 – The Maternal Capacitance," Here’s your tea, Mother. So, what are you guys talking about?",Leonard,02,15,[],2
7781,Series 02 Episode 15 – The Maternal Capacitance," Swell. If you’re lucky, maybe she’ll show you the PowerPoint presentation.",Leonard,02,15,[],2
7784,Series 02 Episode 15 – The Maternal Capacitance," So, Mother, what’s new?",Leonard,02,15,[],1
7786,Series 02 Episode 15 – The Maternal Capacitance," All right. Uh, what’s new with you?",Leonard,02,15,[],2
7788,Series 02 Episode 15 – The Maternal Capacitance,Maybe something less personal.,Leonard,02,15,[],1
7790,Series 02 Episode 15 – The Maternal Capacitance," Oh, my God. What happened?",Leonard,02,15,[],2
7793,Series 02 Episode 15 – The Maternal Capacitance," Yeah I, I thought you guys might hit it off.",Leonard,02,15,[],1
7795,Series 02 Episode 15 – The Maternal Capacitance," I hate to tell you, but the only warm memories I have of my childhood are of my Uncle Floyd.",Leonard,02,15,['Floyd'],1
7797,Series 02 Episode 15 – The Maternal Capacitance," Sheldon, you don’t give your mother enough credit. She’s warm, she’s loving, she doesn’t glue electrodes to your head to measure your brain waves while potty training.",Leonard,02,15,['Sheldon'],2
7801,Series 02 Episode 15 – The Maternal Capacitance," Please, don’t go there, Howard.",Leonard,02,15,['Howard'],1
7803,Series 02 Episode 15 – The Maternal Capacitance," Boy, you suck.",Leonard,02,15,[],1
7809,Series 02 Episode 15 – The Maternal Capacitance,Why are you doing this?,Leonard,02,15,[],1
7814,Series 02 Episode 15 – The Maternal Capacitance," You know, rather than mock me, my friends might realize that this is difficult and try to help me through it.",Leonard,02,15,[],1
7817,Series 02 Episode 15 – The Maternal Capacitance,That was fast.,Leonard,02,15,[],1
